Origin,Name,Job Rank,Ability Type,Specific Ability Type,Size,Type,Memory,Tags,Action,Range,Damage,Text,Rarity,HP,Recoveries,Dodge,Speed,Memory Increase,Stresscap,A-Def,MP,Armor,Save Target,Scope,Size
Loot,Guard Break,,Skill,Skill,,,1,-,(5) Fight,Reach 1,2 Stress,"On Hit: Until the end of the target's next turn, they can't perform reactions, take damage on the behalf of others, or make themselves the target of attacks on the behalf of their allies.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Hamstring (loot),,Skill,Melee Skill Attack,,,1,-,(5) Fight,Reach 1,3 Stress,"On Hit: Until the end of their next turn, the target takes [2 {Stress}] every time they attack or use a spell.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Healing Mace,,Weapon,Melee Weapon,Main,Club,-,Inaccurate,(5) Fight,Reach 1,4d3+1 Physical ,"This weapon loses the Inaccurate tag and instead gains +2 {Accuracy} when attacking allies.
On Hit: Instead of dealing damage, you can spend 1 MP to heal the target for the amount of damage that would have been dealt.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Leech,,Weapon,Melee Weapon,Main,Magitech,-,"Mana 1, Unique",(5) Fight,Reach 1,1d3+2 Lunar ,On Hit: You regain {HP} equal to the amount of {HP} the target lost from this attack.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Lucky Weapon,,Weapon,Melee Weapon,Main,Blade,-,Accurate,(5) Fight,Reach 1,1d6+3 Physical ,On Miss: You deal [1d6+1 {Physical}] to the target.,legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Mace of Terror,,Weapon,Melee Weapon,Main,Club,-,-,(5) Fight,Reach 1,1d6+2 Physical ,On Crit: The target is DAZED and can't attack you until the end of their next turn.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Mother Pharaoh,,Weapon,Melee Weapon,Main,Blade,-,"Consumable 3, Unique",(5) Fight,Reach 1,1d6+2 Physical ,Minor Action: You can expend a charge to heal yourself or an adjacent ally 1d6+1 {HP}.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Psi Blade,,Weapon,Melee Weapon,Light,Blade,-,Stressful 1,(5) Fight,Reach 1,1d3+3 Force ,-,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Quick Arm,,Weapon,Melee Weapon,Main,Blade,-,-,(5) Fight,Reach 1,1d6 Physical ,"During the first round of combat, you can {5} FIGHT with this weapon as a minor action.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Rocket Sledge,,Weapon,Melee Weapon,Heavy,Club,-,"Push 2, Reloading",(5) Fight,Reach 1,3d6+4 Physical ,-,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Scimitar of Speed,,Weapon,Melee Weapon,Light,Blade,-,-,(3) Volley or (5) Fight,Reach 1,1d3+1 Physical ,You can {3} VOLLEY or {5} FIGHT with this weapon.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Shock Glove,,Weapon,Melee Weapon,Light,Magitech,-,,(5) Fight,Reach 1,1d3+1 Astral ,"On Hit: The target can't perform reactions until the end of their next turn. Additionally, 1/turn you can spend 1 MP to attack another target adjacent to the original target. Each target can only be hit by this effect 1/turn.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Soaring Light,,Weapon,Melee Weapon,Main,Blade,-,-,(5) Fight,Reach 1,1d6+2 Force ,You can make a ranged attack with this weapon using [{Range} 8].,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Spellstrike,,Weapon,Melee Weapon,Main,Artifact,-,Mana X,(5) Fight,Reach 1,X Force ,"This weapon deals 3 {Force} per MP spent.
On Crit: The damage becomes 4 {Force} per MP spent.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Spiked Fist,,Weapon,Melee Weapon,Light,Club,-,-,(5) Fight,Reach 1,1d3+2 Physical ,"Whenever you roll a 1 on any damage dice with this weapon, you take 1 {Stress} and roll that die again. This effect can trigger on the same die multiple times and is not optional.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Sundyr,,Weapon,Melee Weapon,Main,Club,-,"Unbreakable, Unique",(5) Fight,Reach 1,1d6+3 Force ,"This weapon deals double damage to terrain.
On Crit: You can spend 1 MP. If you do, the target must make a BULK save. Failure: One of their weapons or support items are destroyed (their choice) and can't be repaired.",Legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Swordbreaker,,Weapon,Melee Weapon,Main,Blade,-,Reliable 2,(5) Fight,Reach 1,1d6+1 Physical ,This weapon gains +1 {Accuracy} on attacks against characters with a melee weapon equipped.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Thunderstruck,,Weapon,Melee Weapon,Main,Club,-,"Inaccurate, Reliable 3, Slow",(7) Full Attack,Reach 1,3d6+4 Force ,"On Hit: The target must make a BULK save. Failure: They are STUNNED until the end of their next turn.
On Miss: The target is DAZED until the end of their next turn.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Timber,,Weapon,Melee Weapon,Heavy,Blade,-,Reliable 3,(5) Fight,Reach 1,2d6+2 Physical ,This weapon deals +1d3 bonus damage to characters that are larger than you.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Torch Mace,,Weapon,Melee Weapon,Light,Club,-,-,(5) Fight,Reach 1,1d3 Astral +1 Discord ,You ignore all low visibility penalties,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Dragon Force Fists,,Weapon,Melee Weapon,Light,Club,-,-,(5) Fight,"Reach 1, Close Blast 1",2 Discord ,-,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Frost Fang,,Weapon,Melee Weapon,Light,Longarm,-,-,(5) Fight,"Reach 1, Line 5",1d3+1 Lunar ,-,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Chain Blade,,Weapon,Melee Weapon,Light,Blade,-,-,(5) Fight,"Reach 1, Range 5",1d3+1 Physical ,,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Harpoon,,Weapon,Melee Weapon,Heavy,Longarm,-,"Pull 1, Thrown 5",(5) Fight,"Reach 1, Thrown 5",1d6+5 Physical,-,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Venom,,Weapon,Melee Weapon,Light,Blade,-,Thrown 5,(5) Fight,"Reach 1, Thrown 5",2 Discord ,On Hit: The target is DAZED until the end of their next turn.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Momentum,,Weapon,Melee Weapon,Heavy,Club,-,"Thrown 8, Inaccurate",(5) Fight,"Reach 1, Thrown 8",2d6+4 Physical ,"When thrown, this weapon returns to you automatically after the attack.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Challenge Seeker,,Weapon,Melee Weapon,Main,Longarm,-,-,(5) Fight,Reach 2,1d3+2 Physical ,This weapon deals +1d6 bonus damage against targets that have their maximum {HP}.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Charging Spear,,Weapon,Melee Weapon,Main,Longarm,-,-,(5) Fight,Reach 2,1d6+1 Physical ,"When you use the movement option from {4} RUSH, you can {5} FIGHT with this weapon at +1 {Difficulty} when you end the movement.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Hydrus,,Weapon,Melee Weapon,Heavy,Magitech,-,Slow,(7) Full Attack,Reach 2,3d6 Physical,"Minor Action: You can make a [Line 15] ranged weapon attack that auto-hits all characters in the AOE for [5 {Physical}]. After being used, this minor action can't be used again until it is reloaded as if it were a Reloading weapon.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Mind Lasher,,Weapon,Melee Weapon,Light,Longarm,-,-,(5) Fight,Reach 2,3 Stress ,On Crit: You deal +1d3 {Stress} to the target.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Penance,,Weapon,Melee Weapon,Light,Longarm,-,-,(5) Fight,Reach 2,1d3 Physical + 2 Stress ,On Hit: The target loses concentration.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Portalis,,Weapon,Melee Weapon,Light,Longarm,-,-,(5) Fight,Reach 2,1d3 Physical ,"You can use this weapon to attack targets that are exactly [{Range} 5] from you, and deal +2 damage when doing so. This doesn't extend the weapon's {Reach}.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Scythe of Darkness,,Weapon,Melee Weapon,Heavy,Blade,-,"Accurate, Unique",(5) Fight,Reach 2,2d6+2 Lunar ,On Crit: The target is BLINDED until the end of their next turn.,legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Tentacle Rod,,Weapon,Melee Weapon,Light,Club,-,-,(5) Fight,Reach 2,1d3+1 Physical ,"On Hit: If this was an OPPORTUNITY ATTACK, the target is DAZED until the end of their next turn.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Warstaff,,Weapon,Melee Weapon,Main,Artifact,-,-,(5) Fight,Reach 2,1d6+2 Physical ,-,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Lightning Javelin,,Weapon,Melee Weapon,Main,Longarm,-,Thrown 8,(5) Fight,"Reach 2, Thrown 8",1d6+2 Astral ,"When Thrown, this is a [{Line} 8] attack.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Hand Cannon,,Weapon,Ranged Weapon,Heavy,Magitech,-,-,(3) Volley,"Reach 3, Range 5",10 Force,"If the target is within this weapon's {Reach}, it attacks with Push 1. This weapon's deals -2 damage for every space beyond {Range} 1 the target is from you.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Absorb Elements,,Spell,Spell,,,1,Mana 1,Reaction,,-,"Trigger: You or an ally within SCOPE would take {Astral} or {Lunar}.
Effect: They gain resistance  to that damage.",Rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Adamantine Armor (loot),,Support,Support,Heavy,,,"Armor, Unbreakable",-,,,"+3 {ARMOR} , -2 SPEED, -2 DODGE.
Additionally, when you would be critically hit, it becomes a normal hit instead.",Rare,0,0,-2,-2,0,0,0,0,3,0,0,0
Loot,Adamantine Construction,,Support,Support,Light,,,"Enchantment, Unique, Unbreakable",-,,,"You may use one of the following enchantments at a time:
- Any Armor: This Armor gains +1 {ARMOR} and is Unbreakable.
- Any Weapon: This weapon gains Piercing and Unbreakable.",Legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Aether Flask,,Support,Support,Light,,,Consumable 2,Minor Action,,,"Drinking this potion suffuses you with aetheric energies until the end of your next turn. This has the following effects:
- You cannot attack or use spells.
- You are immune to {Physical}, {Astral}, and {Lunar}.
- You can move through solid objects as if they were difficult terrain, but you can't end a turn inside one. If you end a turn inside or partly inside an object, you are moved to the last free space you moved through that turn.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Aether Shield,,Spell,Spell,,,1,"Unique, Mana X",-,,-,"When you would take damage (after {ARMOR} and resistances), you can spend MP to reduce the damage taken. You take -2 damage for every 1 MP spent. This spell can't reduce Piercing damage or {Discord}, and can't be used if you are incapable of taking reactions.",Rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Agile Discord,,Skill,Skill,,,1,-,-,,-,You can use AGILITY instead of MAGIC when making checks to clear {Discord}.,Rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Aid,,Spell,Spell,,,1,Mana 1,Reaction (1/round),,-,"Trigger: An ally within SCOPE makes an ability check or save.
Effect: You can grant them +1 {Accuracy} on the check or save.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Ammo Kit,,Support,Support,Main,,,Consumable 2,Minor Action,,,You or an adjacent ally expend a charge to reload a single weapon.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Amulet of Health,,Support,Support,Light,,,-,-,,,"You gain +1 {Accuracy} on BULK checks and saves.
Additionally, when you {1} REFRESH, you gain 4 TEMP {HP}.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Angelsteel Armor,,Support,Support,Heavy,,,Armor,-,,,"+2 {ARMOR}, -1 SPEED, -1 DODGE.
When you are hit by an attack, you can spend 1 MP to add your current {ARMOR} to your DODGE or A-DEF against the attack, potentially turning a hit into a miss. This effect can be used once per attack, and can't be used while you are SUNDERED.",Legendary,0,0,-1,-1,0,0,0,0,2,0,0,0
Loot,Armor of Growing Endurance,,Support,Support,Light,,,Enchantment,-,,,"You may use one of the following enchantments at a time:
- Any Armor: When you take a Wound while this Armor is equipped, you gain TEMP {HP} equal to your BLOODIED value.
- Any Armor: When you take an Overstress while this Armor is equipped, you gain charges equal to your BREAKING point. Until the end of the scene, whenever you would take {Stress}, you can instead spend 1 charge per {Stress}.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Bag of Holding,,Support,Support,Free,,,"Unique, Unbreakable",-,,,"One of your other support slots increases by one size (i.e., from LIGHT to MAIN, or MAIN to HEAVY).",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Bane,,Spell,Spell,,,1,Mana 2,Reaction (1/round),,-,"Trigger: An enemy within SCOPE makes an attack roll.
Effect: They receive +1 {Difficulty} on the roll.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Barbed Enchantment,,Support,Support,Light,,,Enchantment,-,,,"You may use one of the following enchantments at a time:
- Any Armor: This Armor grants +1 {Accuracy} on {5} GRAPPLE attacks and checks.
Additionally, when you end your turn GRAPPLED with a character, they take [2 {Physical}].
- Any Melee Weapon, Skill Attack, or Spell Attack: On a critical hit with this weapon, you can {5} GRAPPLE the target as a free action.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Barkskin Armor,,Support,Support,Light,,,"Armor, Mana X",Minor Action,,,"You gain {ARMOR} equal to the MP spent.
Whenever you take damage, this effect decreases by -1.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Battle Chant,,Skill,Skill,,,1,Stressful 1,Minor Action,,-,Allies adjacent at the time of use gain +1 {Accuracy} on their next attack roll before the end of the round.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Beast Bond,,Skill,Skill,,,2,-,-,,-,"When you use the Reroll Table, you can choose one of your Summons within [{Range} 3] to suffer the effects instead of you.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Belt of Giantkind,,Support,Support,Light,,,-,-,,,"You count as +1 Size larger for the purposes of {5} SHOVE, {5} GRAPPLE, and stopping movement as a result of ENGAGEMENT.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Belt of Growing and Shrinking,,Support,Support,Main,,,Mana 1,Minor Action,,,"Your SIZE changes by +1 or -1, to a minimum of 1/2 and maximum of 4. This effect lasts until the end of the scene.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Bestow Curse,,Spell,Spell,,,1,Mana 2,Minor Action,,-,An adjacent enemy must make a MAGIC save. Failure: They are DAZED until the end of their next turn.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Blackiron Armor,,Support,Support,Heavy,,,Armor,-,,,"+3 {ARMOR}, -1 SPEED, -1 DODGE.
Additionally, you gain resistance to {Astral} and {Lunar}.",rare,0,0,-1,-1,0,0,0,0,3,0,0,0
Loot,Blinding Powder,,Support,Support,Light,,,Consumable 3,Minor Action,,,"When you expend a charge, an adjacent enemy is BLINDED until the end of their next turn.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Bloodstone Armor,,Support,Support,Light,,,"Armor, Consumable 1",-,,,"+1 {ARMOR}.
Additionally, when you become BLOODIED, you can expend a charge to gain resistance to all damage until the end of your next turn.
You can regain charges for this item during Short Rests by spending 1 RECOVERY per charge.",Uncommon,0,0,0,0,0,0,0,0,1,0,0,0
Loot,Blur,,Skill,Skill,,,1,Unique,-,,-,You gain +2 DODGE.,legendary,0,0,2,0,0,0,0,0,0,0,0,0
Loot,Bonecaller Armor,,Support,Support,Main,,,"Armor, Summon",,,,"+1 {ARMOR}.
Shambling Skeleton (Size 1, {HP} 5, Dodge/A-Def 10, Speed 2)
Minor Action: You can create a shambling skeleton in a free adjacent space. Enemies that end their turn adjacent to the skeleton take [3 {Physical}].",rare,0,0,0,0,0,0,0,0,1,0,0,0
Loot,Book of Alternative Explosions,,Support,Support,Light,,,Mana X,,,,"1/turn when you use an ability with an AOE ({Blast}, {Burst}, {Close Blast}, {Line}), you can apply one of the following effects. Each effect costs a different amount of MP:
- Restorative (2 MP): Instead of taking any damage, characters in the AOE regain {HP} equal to the damage that would have been dealt.
- Flexible (1 MP): You can change the damage that would be dealt from {Physical}, {Astral}, {Lunar}, or {Force} to a different one of these types.
- Eye of the Storm (2 MP, {Blast} only): The center space of the AOE is excluded from the effects.
- Phased (2 MP): Cover and terrain don't block line of sight for the AOE.
- Reliable (X MP): If the AOE deals {Physical}, {Astral}, {Lunar}, or {Force}, it gains Reliable equal to the MP spent.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Book of Endless Pages,,Support,Support,Main,,,Unique,-,,,"One of your equipped techniques has its MEMORY cost reduced to 1. This lasts for the rest of the quest, even if this item is destroyed.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Boots of Levitation,,Support,Support,Light,,,Mana 1,Minor Action,,,"You start FLYING, but can't move. You can only clear this status by ending this effect as a minor action.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Boots of Speed,,Support,Support,Light,,,Stressful 1,Minor Action,,,You can {4} RUSH.,legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Broom of Flying,,Support,Support,Main,,,Mana 1,Free Action,,,You gain FLYING until you end it as a free action.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Cartwheel,,Skill,Skill,,,1,-,Reaction (1/round),,-,"Trigger: You are hit by an attack.
Effect: You can shift  2 after the damage.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Catch a Breath,,Skill,Skill,,,2,"Focus X, Unique",Free Action,,-,You regain 1 {HP} per FOCUS spent.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Chill Touch,,Skill,Skill,,,1,Mana 1,Minor Action,,-,You deal [2 {Lunar}] to an adjacent target.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Cleansing Touch,,Skill,Skill,,,1,Mana 2,Minor Action,,-,You clear one condition from an adjacent ally.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Cloak of Protection,,Support,Support,Main,,,,Minor Action,,,You gain 1 FOCUS.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Counterspell,,Spell,Spell,,,2,Mana 2,Reaction (1/round),,-,"Trigger: A character within SCOPE uses a spell.  
Effect: The character must make a MAGIC save. Failure:  The spell fizzles and the action is lost.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Critical Healing,,Skill,Skill,,,1,Unique,-,,-,"When you restore {HP} to a BLOODIED character, they regain an additional +2 {HP}.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Cursesong Armor,,Support,Support,Main,,,"Armor, Mana X",,,,"+2 {ARMOR}. You gain the following reaction which can be used 1/round:
Trigger: You are hit by an attack from a character within SCOPE.
Effect: You can spend up to 3 MP to give them +1 {Difficulty} on all attacks, checks, and saves per MP spent. This {Difficulty} decreases by -1 at the end of each of their turns.",rare,0,0,0,0,0,0,0,0,2,0,0,0
Loot,Danger Sense,,Skill,Skill,,,1,Unique,-,,-,You get +1 {Accuracy} on saves against AOE effects.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Darkleaf Armor,,Support,Support,Light,,,Armor,,,,"+1 {ARMOR}. You gain the following reaction, which can be used 1/round.
Trigger: You are hit by a melee attack.
Effect: You can spend 1 FOCUS to deal [3 {Lunar}] to the attacker.",rare,0,0,0,0,0,0,0,0,1,0,0,0
Loot,Darksight Armor,,Support,Support,Light,,,Armor,-,,,"+1 {Armor}.
Additionally, you ignore all penalties from low visibility and don't treat HIDDEN characters as INVISIBLE in areas of low visibility.",Uncommon,0,0,0,0,0,0,0,0,1,0,0,0
Loot,Death's Gambit Dice,,Support,Support,Light,,,-,-,,,"When you make a wound roll, you can roll twice and take either result.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Defender's Bond,,Support,Support,Light,,,Unique,,,,"When you equip this item or during a Rest, you and one ally can attune to this item. Only one ally can be attuned at a time, and they can end the attunement at any time, including during combat. This doesn't require an action. You and the attuned ally each gain the following reaction:
Unbreakable Bond 	Action
Reaction (1/round)
Trigger: Your attuned ally is targeted by an attack while within [{Range} 10].
Effect: You and the ally switch places, teleporting into each other's spaces, and you become the target of the attack instead. This effect counts as if you used INTERPOSE on that ally.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Defending Enchantment,,Support,Support,Main,,,Enchantment,-,,,"You may use one of the following enchantments at a time:
- Any Weapon: 1/turn when you hit with this weapon, you gain 1 FOCUS.
- Any Armor: When you {1} DEFEND or {1} REFRESH while this Armor is equipped, you gain +2 FOCUS.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Defensive Fighter,,Skill,Skill,,,1,Unique,-,,-,"1/round when you critically hit, you gain 1 FOCUS.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Deflect,,Skill,Skill,,,2,Unique,Reaction (1/round),,-,"Trigger: You are hit by an attack and reduce the damage to 0 through {ARMOR} or other effects.
Effect: You negate any effects the attack would have on you, and can force the attacker to reroll the attack against a character or object adjacent to you.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Delayed Healing,,Skill,Skill,,,1,Unique,-,,-,"When you would regain {HP} from any source other than this skill, you only regain half the amount. At the start of your next turn, you regain {HP} equal to the original full amount. This effect isn't optional.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Demigod,,Skill,Skill,,,1,Unique,-,,-,"You are immune to the DAZED condition, and you gain +2 STRESS CAP.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Desync,,Skill,Skill,,,1,Unique,-,,-,"Whenever you take a Wound or Overstress, you can choose to be removed from play until the start of your next turn. You can't affect or be affected by anything for the duration, except for existing effects, like Summons and Traps. You return to play in the space you left, or the nearest free space.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Devil's Crown,,Support,Support,Light,,,Mana 1,Reaction (1/round),,,"Trigger: You take {Physical}, {Astral}, {Lunar}, or {Force} after {ARMOR} and resistance.
Effect: The damage is reduced by -1d6. If the source of the damage is within SCOPE, deal Piercing damage to them equal to the damage reduced.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Displacer Cloak,,Support,Support,Main,,,Mana 1,Reaction,,,"Trigger: You are hit by an attack.
Effect: You can teleport a number of spaces equal to the damage dealt (after {ARMOR} and resistance), to a minimum of 1 space and maximum of 10 spaces.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Distracting Force,,Spell,Spell,,,2,Mana 1,Minor Action,,-,A character that is channeling within SCOPE must make a concentration save.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Double Spell,,Spell,Spell,,,3,Mana 3,-,,-,"1/round when you use or {6} RELEASE a spell, you can immediately use a duplicate of that spell. The target must be within [{Range} 5] of the original target and cannot be the original target. Each characters can only be affected by one of these spells per turn.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Duck,,Skill,Skill,,,2,-,Reaction (1/round),,-,"Trigger: You are hit by an attack.
Effect: You gain resistance to any damage from the attack, but you become PRONE.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Durable Construction,,Support,Support,Light,,,"Enchantment, Unique, Unbreakable",-,,,"You may use the following enchantment:
Any Equipment or Technique: This equipment or technique gains Unbreakable.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Efficient Burns,,Skill,Skill,,,2,Unique,-,,-,"When an enemy within SCOPE fails a check to clear {Discord} to which you contributed, you regain 1 MP.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Electrical Pack,,Support,Support,Main,,,"Consumable 3, Enchantment, Unique",-,,,"You may use the following enchantment:
Any Melee Weapon, Skill Attack, or Spell Attack: On a melee hit with this weapon, you can expend a charge to deal +1d6 bonus {Astral}.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Elemental Burst Armor,,Support,Support,Main,,,Armor,-,,,"+2 {ARMOR}, -1 DODGE.
When you equip this Armor, you gain resistance to either {Astral} or {Lunar}.
Additionally, you automatically clear all {Discord} at the end of your turn. When you do, you create a [{Burst} 1] AOE. Enemies in the AOE take damage of the type chosen previously equal to the amount of {Discord} cleared.",rare,0,0,-1,0,0,0,0,0,2,0,0,0
Loot,Elemental Enchantment,,Support,Support,Light,,,"Enchantment, Unique",-,,,"You may use one of the following enchantments at a time:
- Any Weapon, Skill Attack, or Spell Attack: This weapon or attack deals +1d3 {Astral} or {Lunar}.
- Any Armor: This Armor grants resistance to {Astral} or {Lunar}.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Elven Cloak,,Support,Support,Main,,,-,-,,,"{3} SEARCH checks against you gain +1 {Difficulty}.
Additionally, while you are in difficult terrain, you are INVISIBLE while HIDDEN.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Empowered Spells,,Spell,Spell,,,2,"Mana 1, Unique",-,,-,"1/round when you use a spell, you can give it +2 SAVE TARGET.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Endless Stamina,,Skill,Skill,,,1,Unique,-,,-,Your SURGE cost never goes above 1d6 {Stress}.,legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Escape Enchantment,,Support,Support,Light,,,Enchantment,,,,"You may use one of the following enchantments at a time:
- Any Armor: This armor allows you to escape from any Grapple as a minor action.
- Any Weapon, Skill Attack, or Spell Attack: You can use this weapon or technique to attack characters you are GRAPPLED with as a minor action.",Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Ethereal Walk,,Skill,Skill,,,2,Mana 2,Minor Action,,-,"You enter the ethereal plane, gaining resistance to {Physical} but becoming VULNERABLE to {Force} for the duration. You can return to your normal state as a minor action.",legendary,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Execute,,Skill,Skill,,,2,Unique,-,,-,You deal +1d6 bonus damage on critical hits against BLOODIED characters.,rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Extend Spell,,Spell,Spell,,,1,"Unique, Mana X",-,,-,You can increase the {Range} of a spell with {Range} by +2 for each MP spent.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Extended Scope,,Skill,Skill,,,1,Unique,-,,-,You gain +3 SCOPE.,legendary,0,0,0,0,0,0,0,0,0,0,3,0
Loot,Fast Movement,,Skill,Skill,,,1,Unique,-,,-,You gain +1 SPEED.,Uncommon,0,0,0,1,0,0,0,0,0,0,0,0
Loot,Feel No Pain,,Skill,Skill,,,2,Unique,-,,-,"While you have 3+ Wounds, you gain resistance to all damage. While you have 3+ Overstresses, you gain resistance to {Stress}.
Additionally, when you receive your fourth Wound or Overstress, you aren't defeated and can keep acting as normal, although you can't regain {HP} or clear {Stress} until you Rest. Roll 1d6 whenever you take damage or {Stress} in this state. On a 1, you are defeated.",rare,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Feral Instincts,,Skill,Skill,,,1,-,-,,-,You are immune to the BLINDED condition.,Uncommon,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Flash Step,,Skill,Skill,,,2,"Stressful 1, Unique",Standard Movement,,-,You can teleport up to your SPEED.,legendary,0,0,0,0,0,0,0,0,0,0,0,0
